uid,table_name,name,data_type,nullable,description
AP_INVOICE_LINES_ALL.RCV_SHIPMENT_LINE_ID,AP_INVOICE_LINES_ALL,RCV_SHIPMENT_LINE_ID,NUMBER,Yes,Receipt Shipment line unique identifier.Used for  Receipt matching.
AP_INVOICE_LINES_ALL.PJC_CONTRACT_ID,AP_INVOICE_LINES_ALL,PJC_CONTRACT_ID,NUMBER,Yes,Contract Identified.Used when Oracle Contract Billing or Oracle Grants Accounting is installed
AP_INVOICE_LINES_ALL.PJC_CONTRACT_LINE_ID,AP_INVOICE_LINES_ALL,PJC_CONTRACT_LINE_ID,NUMBER,Yes,Tracks contract line information. Used when Oracle Contract Billing or Oracle Grants Accounting is installed
AP_INVOICE_LINES_ALL.PJC_FUNDING_ALLOCATION_ID,AP_INVOICE_LINES_ALL,PJC_FUNDING_ALLOCATION_ID,NUMBER,Yes,Specifies the name of the project funding override
AP_INVOICE_LINES_ALL.OBJECT_VERSION_NUMBER,AP_INVOICE_LINES_ALL,OBJECT_VERSION_NUMBER,NUMBER,Yes,Used to implement optimistic locking. This number is incremented every time that the row is updated. The number is compared at the start and end of a transaction to detect whether another session has updated the row since it was queried.
AP_INVOICE_LINES_ALL.JOB_DEFINITION_NAME,AP_INVOICE_LINES_ALL,JOB_DEFINITION_NAME,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the name of the job that created or last updated the row.
AP_INVOICE_LINES_ALL.JOB_DEFINITION_PACKAGE,AP_INVOICE_LINES_ALL,JOB_DEFINITION_PACKAGE,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the package name of the job that created or last updated the row.
AP_INVOICE_LINES_ALL.BUDGET_DATE,AP_INVOICE_LINES_ALL,BUDGET_DATE,DATE,Yes,Budgetary Calendar Period Date applicable for funds check
AP_INVOICE_LINES_ALL.FUNDS_STATUS,AP_INVOICE_LINES_ALL,FUNDS_STATUS,VARCHAR2,Yes,Funds status for an invoice line.
AP_INVOICE_LINES_ALL.LCM_ENABLED_FLAG,AP_INVOICE_LINES_ALL,LCM_ENABLED_FLAG,VARCHAR2,Yes,Indicates whether invoice line is enabled for landed cost management.
AP_INVOICE_LINES_ALL.CONSUMPTION_ADVICE_HEADER_ID,AP_INVOICE_LINES_ALL,CONSUMPTION_ADVICE_HEADER_ID,NUMBER,Yes,Consumption advice header identifier.  Used for consumption advice matching.
AP_INVOICE_LINES_ALL.CONSUMPTION_ADVICE_LINE_ID,AP_INVOICE_LINES_ALL,CONSUMPTION_ADVICE_LINE_ID,NUMBER,Yes,Consumption advice line identifier.  Used for consumption advice matching.
AP_INVOICE_LINES_ALL.SHIP_FROM_LOCATION_ID,AP_INVOICE_LINES_ALL,SHIP_FROM_LOCATION_ID,NUMBER,Yes,Ship-from location identifier.
AP_INVOICE_LINES_ALL.FINAL_DISCHARGE_LOCATION_ID,AP_INVOICE_LINES_ALL,FINAL_DISCHARGE_LOCATION_ID,NUMBER,Yes,Final discharge location identifier.
AP_INVOICE_LINES_ALL.FOS_XFACE_FLAG,AP_INVOICE_LINES_ALL,FOS_XFACE_FLAG,VARCHAR2,Yes,Indicates whether the invoice line information has been interfaced to Supply Chain Financial Flow Orchestration.
AP_INVOICE_LINES_ALL.MATCHING_RULE_SET_ID,AP_INVOICE_LINES_ALL,MATCHING_RULE_SET_ID,NUMBER,Yes,Matching rule set identifier of the associated matching rule that was used to update matching information for the invoice line.
AP_INVOICE_LINES_ALL.MATCHING_RULE_ID,AP_INVOICE_LINES_ALL,MATCHING_RULE_ID,NUMBER,Yes,Matching rule identifier that was used to update matching information for the invoice line.
AP_INVOICE_LINES_ALL.FISCAL_CHARGE_TYPE,AP_INVOICE_LINES_ALL,FISCAL_CHARGE_TYPE,VARCHAR2,Yes,Tax driver. Subclassification for invoice line type of Freight or Miscellaneous. Valid values are from lookup ZX_CHARGE_TYPE.
AP_INVOICE_LINES_ALL.SHIP_TO_CUST_LOCATION_ID,AP_INVOICE_LINES_ALL,SHIP_TO_CUST_LOCATION_ID,NUMBER,Yes,Location where the supplier should ship the goods.
AP_INVOICE_LINES_ALL.DEF_ACCTG_ACCRUAL_CCID,AP_INVOICE_LINES_ALL,DEF_ACCTG_ACCRUAL_CCID,NUMBER,Yes,Accrual account that is initially debited for deferred expenses
AP_INVOICE_LINES_ALL.TRANSACTION_LINE_GEOGRAPHY_ID,AP_INVOICE_LINES_ALL,TRANSACTION_LINE_GEOGRAPHY_ID,NUMBER,Yes,Tax driver: Expenses location identifier used for tax calculation for payment requests.
AP_INVOICE_LINES_ALL.ACC_REFERENCE_VALUE1,AP_INVOICE_LINES_ALL,ACC_REFERENCE_VALUE1,VARCHAR2,Yes,Stores reference information from Oracle Subledger Accounting. This is a free text field.
AP_INVOICE_LINES_ALL.ap_invoice_lines_all,AP_INVOICE_LINES_ALL,ap_invoice_lines_all,"INVOICE_ID, INVOICE_LINE_NUMBER",Yes,Indexes
"AP_INVOICE_LINES_ALL.INVOICE_ID, LINE_NUMBER",AP_INVOICE_LINES_ALL,"INVOICE_ID, LINE_NUMBER",Active,Yes,
AP_INVOICE_DISTRIBUTIONS_ALL.ACCOUNTING_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,ACCOUNTING_DATE,DATE,Yes,Date when the invoice distribution is to be accounted.
AP_INVOICE_DISTRIBUTIONS_ALL.ASSETS_ADDITION_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,ASSETS_ADDITION_FLAG,VARCHAR2,Yes,"Flag that indicates if distribution has been transferred into Oracle Assets (U, Y, or N)"
AP_INVOICE_DISTRIBUTIONS_ALL.ASSETS_TRACKING_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,ASSETS_TRACKING_FLAG,VARCHAR2,Yes,Flag that indicates if distribution is tracked in Oracle Assets.  Possible values are Y or N
AP_INVOICE_DISTRIBUTIONS_ALL.DISTRIBUTION_LINE_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,DISTRIBUTION_LINE_NUMBER,NUMBER,Yes,Invoice line number associated with the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.DIST_CODE_COMBINATION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,DIST_CODE_COMBINATION_ID,NUMBER,Yes,Accounting Flexfield identifier for account associated with a distribution
AP_INVOICE_DISTRIBUTIONS_ALL.INVOICE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,INVOICE_ID,NUMBER,Yes,Unique invoice distribution identifier.
AP_INVOICE_DISTRIBUTIONS_ALL.LAST_UPDATED_BY,AP_INVOICE_DISTRIBUTIONS_ALL,LAST_UPDATED_BY,VARCHAR2,Yes,Who column: indicates the user who last updated the row.
AP_INVOICE_DISTRIBUTIONS_ALL.LAST_UPDATE_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,LAST_UPDATE_DATE,TIMESTAMP,Yes,Who column: indicates the date and time of the last update of the row.
AP_INVOICE_DISTRIBUTIONS_ALL.LINE_TYPE_LOOKUP_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,LINE_TYPE_LOOKUP_CODE,VARCHAR2,Yes,Distribution type.  Validated against AP_LOOKUP_CODES. Lookup type is INVOICE DISTRIBUTION TYPE
AP_INVOICE_DISTRIBUTIONS_ALL.PERIOD_NAME,AP_INVOICE_DISTRIBUTIONS_ALL,PERIOD_NAME,VARCHAR2,Yes,Period name for the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.SET_OF_BOOKS_ID,AP_INVOICE_DISTRIBUTIONS_ALL,SET_OF_BOOKS_ID,NUMBER,Yes,Ledger identifier of the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,AMOUNT,NUMBER,Yes,Amount on invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.BASE_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,BASE_AMOUNT,NUMBER,Yes,"Amount of invoice in functional currency, only used for foreign currency invoices"
AP_INVOICE_DISTRIBUTIONS_ALL.BATCH_ID,AP_INVOICE_DISTRIBUTIONS_ALL,BATCH_ID,NUMBER,Yes,Unique invoice group identifier used for invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.CREATED_BY,AP_INVOICE_DISTRIBUTIONS_ALL,CREATED_BY,VARCHAR2,Yes,Who column: indicates the user who created the row.
AP_INVOICE_DISTRIBUTIONS_ALL.CREATION_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,CREATION_DATE,TIMESTAMP,Yes,Who column: indicates the date and time of the creation of the row.
AP_INVOICE_DISTRIBUTIONS_ALL.DESCRIPTION,AP_INVOICE_DISTRIBUTIONS_ALL,DESCRIPTION,VARCHAR2,Yes,Statement that describes the distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.FINAL_MATCH_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,FINAL_MATCH_FLAG,VARCHAR2,Yes,Final match indicator for distribution matched to a purchase order
AP_INVOICE_DISTRIBUTIONS_ALL.INCOME_TAX_REGION,AP_INVOICE_DISTRIBUTIONS_ALL,INCOME_TAX_REGION,VARCHAR2,Yes,Reporting region for distribution for 1099 supplier
AP_INVOICE_DISTRIBUTIONS_ALL.LAST_UPDATE_LOGIN,AP_INVOICE_DISTRIBUTIONS_ALL,LAST_UPDATE_LOGIN,VARCHAR2,Yes,Who column: indicates the session login associated to the user who last updated the row.
AP_INVOICE_DISTRIBUTIONS_ALL.MATCH_STATUS_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,MATCH_STATUS_FLAG,VARCHAR2,Yes,Indicates whether the invoice distribution is generated for a purchase order matched line.
AP_INVOICE_DISTRIBUTIONS_ALL.POSTED_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,POSTED_FLAG,VARCHAR2,Yes,Flag that indicates if invoice distribution line has been accounted
AP_INVOICE_DISTRIBUTIONS_ALL.PO_DISTRIBUTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PO_DISTRIBUTION_ID,NUMBER,Yes,Purchase order distribution identifier for purchase order or receipt matched invoice distributions
AP_INVOICE_DISTRIBUTIONS_ALL.PROGRAM_APPLICATION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PROGRAM_APPLICATION_ID,NUMBER,Yes,Concurrent Program who column - application id of the program that last updated this row (foreign key to FND_APPLICATION.APPLICATION_ID).
AP_INVOICE_DISTRIBUTIONS_ALL.PROGRAM_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PROGRAM_ID,NUMBER,Yes,Concurrent Program who column - program id of the program that last updated this row (foreign key to FND_CONCURRENT_PROGRAM.CONCURRENT_PROGRAM_ID).
AP_INVOICE_DISTRIBUTIONS_ALL.PROGRAM_UPDATE_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,PROGRAM_UPDATE_DATE,DATE,Yes,Concurrent Program who column - date when a program last updated this row).
AP_INVOICE_DISTRIBUTIONS_ALL.QUANTITY_INVOICED,AP_INVOICE_DISTRIBUTIONS_ALL,QUANTITY_INVOICED,NUMBER,Yes,Quantity billed for purchase order or receipt matched invoice distributions
AP_INVOICE_DISTRIBUTIONS_ALL.REQUEST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,REQUEST_ID,NUMBER,Yes,Enterprise Service Scheduler: indicates the request ID of the job that created or last updated the row.
AP_INVOICE_DISTRIBUTIONS_ALL.REVERSAL_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,REVERSAL_FLAG,VARCHAR2,Yes,Flag that indicates if distribution is part of a reversal pair
AP_INVOICE_DISTRIBUTIONS_ALL.TYPE_1099,AP_INVOICE_DISTRIBUTIONS_ALL,TYPE_1099,VARCHAR2,Yes,Payments of type 1099 made to a supplier. A 1099 supplier may receive payments of more than one type.
AP_INVOICE_DISTRIBUTIONS_ALL.UNIT_PRICE,AP_INVOICE_DISTRIBUTIONS_ALL,UNIT_PRICE,NUMBER,Yes,"Unit price for purchase order, receipt matched invoice distributions, and price or quantity corrections"
AP_INVOICE_DISTRIBUTIONS_ALL.ENCUMBERED_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,ENCUMBERED_FLAG,VARCHAR2,Yes,Flag indicating encumbrance status of distribution
AP_INVOICE_DISTRIBUTIONS_ALL.STAT_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,STAT_AMOUNT,NUMBER,Yes,Amount associated with a distribution for measuring statistical quantities
AP_INVOICE_DISTRIBUTIONS_ALL.EXPENDITURE_ITEM_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,EXPENDITURE_ITEM_DATE,DATE,Yes,Date for project expenditure item used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.EXPENDITURE_ORGANIZATION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,EXPENDITURE_ORGANIZATION_ID,NUMBER,Yes,Identifier for project organization used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.EXPENDITURE_TYPE,AP_INVOICE_DISTRIBUTIONS_ALL,EXPENDITURE_TYPE,VARCHAR2,Yes,Project expenditure type used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.PARENT_INVOICE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PARENT_INVOICE_ID,NUMBER,Yes,Identifier for invoice matched to a credit or debit memo
AP_INVOICE_DISTRIBUTIONS_ALL.PA_ADDITION_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,PA_ADDITION_FLAG,VARCHAR2,Yes,Flag that indicates if project related invoice distributions have been transferred into Oracle Projects
AP_INVOICE_DISTRIBUTIONS_ALL.PA_QUANTITY,AP_INVOICE_DISTRIBUTIONS_ALL,PA_QUANTITY,NUMBER,Yes,Project item quantity used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.PREPAY_AMOUNT_REMAINING,AP_INVOICE_DISTRIBUTIONS_ALL,PREPAY_AMOUNT_REMAINING,NUMBER,Yes,Amount of prepayment that can still be applied to an invoice
AP_INVOICE_DISTRIBUTIONS_ALL.PROJECT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PROJECT_ID,NUMBER,Yes,Identifier for project used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.TASK_ID,AP_INVOICE_DISTRIBUTIONS_ALL,TASK_ID,NUMBER,Yes,Identifier for project task used to build Accounting Flexfield for project-related distribution
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_FLAG,VARCHAR2,Yes,"Flag to determine if distribution is subject to withholding tax (Y, N, null)"
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_GROUP_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_GROUP_ID,NUMBER,Yes,Withholding tax group identifier
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_TAX_RATE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_TAX_RATE_ID,NUMBER,Yes,Withholding tax rate identifier
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_GROSS_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_GROSS_AMOUNT,NUMBER,Yes,Amount subject to withholding tax
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_INVOICE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_INVOICE_ID,NUMBER,Yes,Refers to the withholding tax invoice created from this distribution
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_ORIGIN_GROUP_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_ORIGIN_GROUP_ID,NUMBER,Yes,Foreign key to AP_AWT_GROUPS; refers to the parent withholding tax group; this column is only populated for automatically created withholding tax distributions
AP_INVOICE_DISTRIBUTIONS_ALL.REFERENCE_1,AP_INVOICE_DISTRIBUTIONS_ALL,REFERENCE_1,VARCHAR2,Yes,Reference information from Oracle Projects expense reports or other external source invoice loading program
AP_INVOICE_DISTRIBUTIONS_ALL.REFERENCE_2,AP_INVOICE_DISTRIBUTIONS_ALL,REFERENCE_2,VARCHAR2,Yes,Reference information from Oracle Projects expense reports or other external source invoice loading program
AP_INVOICE_DISTRIBUTIONS_ALL.ORG_ID,AP_INVOICE_DISTRIBUTIONS_ALL,ORG_ID,NUMBER,Yes,Indicates the identifier of the business unit associated to the row.
AP_INVOICE_DISTRIBUTIONS_ALL.AWT_INVOICE_PAYMENT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWT_INVOICE_PAYMENT_ID,NUMBER,Yes,Refers to the parent invoice payment.  This column is populated only for automatically created withholding tax distributions at payment time
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_VERIFIED_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_VERIFIED_FLAG,VARCHAR2,Yes,Indicates whether receipts verified
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_REQUIRED_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_REQUIRED_FLAG,VARCHAR2,Yes,Indicates whether receipts required
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_MISSING_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_MISSING_FLAG,VARCHAR2,Yes,Indicates whether receipts missing
AP_INVOICE_DISTRIBUTIONS_ALL.JUSTIFICATION,AP_INVOICE_DISTRIBUTIONS_ALL,JUSTIFICATION,VARCHAR2,Yes,"Reason, fact, circumstance, or explanation that justifies or defends."
AP_INVOICE_DISTRIBUTIONS_ALL.EXPENSE_GROUP,AP_INVOICE_DISTRIBUTIONS_ALL,EXPENSE_GROUP,VARCHAR2,Yes,Expense group associated with the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.START_EXPENSE_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,START_EXPENSE_DATE,DATE,Yes,Date when incurred expense started.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.END_EXPENSE_DATE,AP_INVOICE_DISTRIBUTIONS_ALL,END_EXPENSE_DATE,DATE,Yes,Date when incurred expense ended. Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_CURRENCY_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_CURRENCY_CODE,VARCHAR2,Yes,Currency code of receipt.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_CONVERSION_RATE,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_CONVERSION_RATE,NUMBER,Yes,Exchange rate for currency of receipt.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.RECEIPT_CURRENCY_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,RECEIPT_CURRENCY_AMOUNT,NUMBER,Yes,Amount in receipt currency.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.DAILY_AMOUNT,AP_INVOICE_DISTRIBUTIONS_ALL,DAILY_AMOUNT,NUMBER,Yes,Daily expense amount.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.WEB_PARAMETER_ID,AP_INVOICE_DISTRIBUTIONS_ALL,WEB_PARAMETER_ID,NUMBER,Yes,Self-Service Web Applications parameter identifier
AP_INVOICE_DISTRIBUTIONS_ALL.ADJUSTMENT_REASON,AP_INVOICE_DISTRIBUTIONS_ALL,ADJUSTMENT_REASON,VARCHAR2,Yes,Reason for adjustment on the invoice distribution.
AP_INVOICE_DISTRIBUTIONS_ALL.AWARD_ID,AP_INVOICE_DISTRIBUTIONS_ALL,AWARD_ID,NUMBER,Yes,"If Oracle Grants Accounting is installed, the award ID is used with data in project columns to track grant information"
AP_INVOICE_DISTRIBUTIONS_ALL.CREDIT_CARD_TRX_ID,AP_INVOICE_DISTRIBUTIONS_ALL,CREDIT_CARD_TRX_ID,NUMBER,Yes,Credit card transaction identifier
AP_INVOICE_DISTRIBUTIONS_ALL.DIST_MATCH_TYPE,AP_INVOICE_DISTRIBUTIONS_ALL,DIST_MATCH_TYPE,VARCHAR2,Yes,Indicates whether an invoice matched a PO or a receipt of material.
AP_INVOICE_DISTRIBUTIONS_ALL.RCV_TRANSACTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RCV_TRANSACTION_ID,NUMBER,Yes,Receipt identifier for receipt matched invoice distributions
AP_INVOICE_DISTRIBUTIONS_ALL.INVOICE_DISTRIBUTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,INVOICE_DISTRIBUTION_ID,NUMBER,Yes,Unique identifier for this table
AP_INVOICE_DISTRIBUTIONS_ALL.PARENT_REVERSAL_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PARENT_REVERSAL_ID,NUMBER,Yes,Invoice distribution identifier for distribution being reversed by the current distribution
AP_INVOICE_DISTRIBUTIONS_ALL.TAX_RECOVERABLE_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,TAX_RECOVERABLE_FLAG,VARCHAR2,Yes,Indicates whether this tax line is recoverable or not. Used for tax lines
AP_INVOICE_DISTRIBUTIONS_ALL.MERCHANT_DOCUMENT_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,MERCHANT_DOCUMENT_NUMBER,VARCHAR2,Yes,Third party document number.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.MERCHANT_NAME,AP_INVOICE_DISTRIBUTIONS_ALL,MERCHANT_NAME,VARCHAR2,Yes,Third party name.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.MERCHANT_REFERENCE,AP_INVOICE_DISTRIBUTIONS_ALL,MERCHANT_REFERENCE,VARCHAR2,Yes,Third party reference.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.MERCHANT_TAX_REG_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,MERCHANT_TAX_REG_NUMBER,VARCHAR2,Yes,Third party tax registration number.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.MERCHANT_TAXPAYER_ID,AP_INVOICE_DISTRIBUTIONS_ALL,MERCHANT_TAXPAYER_ID,VARCHAR2,Yes,Third party tax identification number.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.COUNTRY_OF_SUPPLY,AP_INVOICE_DISTRIBUTIONS_ALL,COUNTRY_OF_SUPPLY,VARCHAR2,Yes,Country where services or goods were originated.  Used for Expense Reports
AP_INVOICE_DISTRIBUTIONS_ALL.MATCHED_UOM_LOOKUP_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,MATCHED_UOM_LOOKUP_CODE,VARCHAR2,Yes,UOM used for the quantity invoiced during matching of this distributions
AP_INVOICE_DISTRIBUTIONS_ALL.GMS_BURDENABLE_RAW_COST,AP_INVOICE_DISTRIBUTIONS_ALL,GMS_BURDENABLE_RAW_COST,NUMBER,Yes,Burdenable Raw Cost
AP_INVOICE_DISTRIBUTIONS_ALL.ACCOUNTING_EVENT_ID,AP_INVOICE_DISTRIBUTIONS_ALL,ACCOUNTING_EVENT_ID,NUMBER,Yes,Accounting event identifier.  Refers to the accounting event that accounted for the distribution
AP_INVOICE_DISTRIBUTIONS_ALL.PREPAY_DISTRIBUTION_ID,AP_INVOICE_DISTRIBUTIONS_ALL,PREPAY_DISTRIBUTION_ID,NUMBER,Yes,Invoice distribution identifier for the distribution on the prepayment that originated the prepayment application represented by the current distribution
AP_INVOICE_DISTRIBUTIONS_ALL.UPGRADE_POSTED_AMT,AP_INVOICE_DISTRIBUTIONS_ALL,UPGRADE_POSTED_AMT,NUMBER,Yes,This column is only used during the upgrade t create  accounting entries for Cash basis accounting
AP_INVOICE_DISTRIBUTIONS_ALL.UPGRADE_BASE_POSTED_AMT,AP_INVOICE_DISTRIBUTIONS_ALL,UPGRADE_BASE_POSTED_AMT,NUMBER,Yes,This column is only used during the upgrade t create  accounting entries for Cash basis accounting
AP_INVOICE_DISTRIBUTIONS_ALL.INVENTORY_TRANSFER_STATUS,AP_INVOICE_DISTRIBUTIONS_ALL,INVENTORY_TRANSFER_STATUS,VARCHAR2,Yes,Inventory transfer status indicates whether the invoice distribution has been processed by the transfer invoice variance program.  A value of 'N' indicates that the distribution has not been transferred. A value of NULL indicates that either the distribution was transferred or is not eligible for transfer to inventory valuation.  The default value of this column at the time of distribution creation is 'N'
AP_INVOICE_DISTRIBUTIONS_ALL.COMPANY_PREPAID_INVOICE_ID,AP_INVOICE_DISTRIBUTIONS_ALL,COMPANY_PREPAID_INVOICE_ID,NUMBER,Yes,Invoice ID when this line is an prepaid credit card transaction
AP_INVOICE_DISTRIBUTIONS_ALL.CC_REVERSAL_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,CC_REVERSAL_FLAG,VARCHAR2,Yes,Invoice ID when this line is an prepaid credit card transaction
AP_INVOICE_DISTRIBUTIONS_ALL.INVOICE_INCLUDES_PREPAY_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,INVOICE_INCLUDES_PREPAY_FLAG,VARCHAR2,Yes,Indicates whether prepayment amount is included in the invoice amount.
AP_INVOICE_DISTRIBUTIONS_ALL.PA_CMT_XFACE_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,PA_CMT_XFACE_FLAG,VARCHAR2,Yes,Flag that indicates if project related invoice distributions have been interfaced into Oracle Projects as committed cost.
AP_INVOICE_DISTRIBUTIONS_ALL.CANCELLATION_FLAG,AP_INVOICE_DISTRIBUTIONS_ALL,CANCELLATION_FLAG,VARCHAR2,Yes,A value of Y indicates that the distribution line has been created during the Invoice Cancel.
AP_INVOICE_DISTRIBUTIONS_ALL.INVOICE_LINE_NUMBER,AP_INVOICE_DISTRIBUTIONS_ALL,INVOICE_LINE_NUMBER,NUMBER,Yes,Invoice line number for parent line
AP_INVOICE_DISTRIBUTIONS_ALL.CORRECTED_INVOICE_DIST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,CORRECTED_INVOICE_DIST_ID,NUMBER,Yes,"Invoice distribution identifier for invoice distribution corrected via current distribution.  For price, quantity, or invoice line corrections"
AP_INVOICE_DISTRIBUTIONS_ALL.ROUNDING_AMT,AP_INVOICE_DISTRIBUTIONS_ALL,ROUNDING_AMT,NUMBER,Yes,Amount corresponding to rounding included in BASE_AMOUNT if any
AP_INVOICE_DISTRIBUTIONS_ALL.CHARGE_APPLICABLE_TO_DIST_ID,AP_INVOICE_DISTRIBUTIONS_ALL,CHARGE_APPLICABLE_TO_DIST_ID,NUMBER,Yes,Invoice distribution to which 100% of current charge is applied
AP_INVOICE_DISTRIBUTIONS_ALL.CORRECTED_QUANTITY,AP_INVOICE_DISTRIBUTIONS_ALL,CORRECTED_QUANTITY,NUMBER,Yes,"Quantity corrected via price, quantity, or invoice line correction.  Column populated for correcting distribution"
AP_INVOICE_DISTRIBUTIONS_ALL.RELATED_ID,AP_INVOICE_DISTRIBUTIONS_ALL,RELATED_ID,NUMBER,Yes,"Identifier linking related distributions.  Used for linking related IPV, ERV, ITEM, or ACCRUAL. Populated from INVOICE_DISTRIBUTION_ID of ITEM or ACCRUAL distribution if any, IPV if no ITEM or ACCRUAL or ERV otherwise"
AP_INVOICE_DISTRIBUTIONS_ALL.ASSET_BOOK_TYPE_CODE,AP_INVOICE_DISTRIBUTIONS_ALL,ASSET_BOOK_TYPE_CODE,VARCHAR2,Yes,Asset Book.  Defaults from invoice line for newly created distributions or distributions that have changed ASSETS_TRACKING_FLAG from N to Y
AP_INVOICE_DISTRIBUTIONS_ALL.ASSET_CATEGORY_ID,AP_INVOICE_DISTRIBUTIONS_ALL,ASSET_CATEGORY_ID,NUMBER,Yes,Asset Category.  Defaults from invoice line for newly created distributions or distributions that have changed ASSETS_TRACKING_FLAG from N to Y
